row_id,person_id,wave,match,person_cluster,interest_cluster,preference_cluster
995,72,3,0,0,1,0
996,72,3,0,0,1,0
997,72,3,0,0,1,0
998,73,3,0,0,0,2
999,73,3,0,0,0,2
1000,73,3,0,0,0,2
1001,73,3,0,0,0,2
1002,73,3,0,0,0,2
1003,73,3,1,0,0,2
1004,73,3,0,0,0,2
1005,73,3,0,0,0,2
1006,73,3,1,0,0,2
1007,73,3,0,0,0,2
1008,74,4,1,1,1,1
1009,74,4,0,1,1,1
1010,74,4,0,1,1,1
1011,74,4,0,1,1,1
1012,74,4,0,1,1,1
1013,74,4,0,1,1,1
1014,74,4,0,1,1,1
1015,74,4,0,1,1,1
1016,74,4,0,1,1,1
1017,74,4,0,1,1,1
1018,74,4,0,1,1,1
1019,74,4,1,1,1,1
1020,74,4,0,1,1,1
1021,74,4,1,1,1,1
1022,74,4,0,1,1,1
1023,74,4,1,1,1,1
1024,74,4,1,1,1,1
1025,74,4,0,1,1,1
1026,75,4,1,1,1,2
1027,75,4,0,1,1,2
1028,75,4,0,1,1,2
1029,75,4,1,1,1,2
1030,75,4,1,1,1,2
1031,75,4,1,1,1,2
1032,75,4,0,1,1,2
1033,75,4,0,1,1,2
1034,75,4,0,1,1,2
1035,75,4,0,1,1,2
1036,75,4,0,1,1,2
1037,75,4,1,1,1,2
1038,75,4,0,1,1,2
1039,75,4,1,1,1,2
1040,75,4,0,1,1,2
1041,75,4,0,1,1,2
1042,75,4,0,1,1,2
1043,75,4,0,1,1,2
1044,76,4,0,1,1,1
1045,76,4,0,1,1,1
1046,76,4,0,1,1,1
1047,76,4,0,1,1,1
1048,76,4,0,1,1,1
1049,76,4,0,1,1,1
1050,76,4,0,1,1,1
1051,76,4,0,1,1,1
1052,76,4,0,1,1,1
1053,76,4,0,1,1,1
1054,76,4,0,1,1,1
1055,76,4,0,1,1,1
1056,76,4,1,1,1,1
1057,76,4,1,1,1,1
1058,76,4,0,1,1,1
1059,76,4,1,1,1,1
1060,76,4,0,1,1,1
1061,76,4,0,1,1,1
1062,77,4,0,2,1,2
1063,77,4,0,2,1,2
1064,77,4,0,2,1,2
1065,77,4,0,2,1,2
1066,77,4,0,2,1,2
1067,77,4,0,2,1,2
1068,77,4,0,2,1,2
1069,77,4,0,2,1,2
1070,77,4,0,2,1,2
1071,77,4,0,2,1,2
1072,77,4,1,2,1,2
1073,77,4,0,2,1,2
1074,77,4,0,2,1,2
1075,77,4,1,2,1,2
1076,77,4,1,2,1,2
1077,77,4,0,2,1,2
1078,77,4,0,2,1,2
1079,77,4,0,2,1,2
1080,78,4,0,1,0,2
1081,78,4,0,1,0,2
1082,78,4,0,1,0,2
1083,78,4,0,1,0,2
1084,78,4,0,1,0,2
1085,78,4,0,1,0,2
1086,78,4,0,1,0,2
1087,78,4,0,1,0,2
1088,78,4,1,1,0,2
1089,78,4,0,1,0,2
1090,78,4,0,1,0,2
1091,78,4,1,1,0,2
1092,78,4,0,1,0,2
1093,78,4,0,1,0,2
1094,78,4,0,1,0,2
1095,78,4,1,1,0,2
1096,78,4,0,1,0,2
1097,78,4,0,1,0,2
1098,79,4,0,2,1,2
1099,79,4,0,2,1,2
1100,79,4,0,2,1,2
1101,79,4,0,2,1,2
1102,79,4,0,2,1,2
1103,79,4,1,2,1,2
1104,79,4,0,2,1,2
1105,79,4,0,2,1,2
1106,79,4,0,2,1,2
1107,79,4,0,2,1,2
1108,79,4,1,2,1,2
1109,79,4,0,2,1,2
1110,79,4,0,2,1,2
1111,79,4,0,2,1,2
1112,79,4,1,2,1,2
1113,79,4,0,2,1,2
1114,79,4,0,2,1,2
1115,79,4,0,2,1,2
1116,80,4,1,1,1,2
1117,80,4,0,1,1,2
1118,80,4,0,1,1,2
1119,80,4,0,1,1,2
1120,80,4,0,1,1,2
1121,80,4,1,1,1,2
1122,80,4,0,1,1,2
1123,80,4,0,1,1,2
1124,80,4,0,1,1,2
1125,80,4,0,1,1,2
1126,80,4,0,1,1,2
1127,80,4,1,1,1,2
1128,80,4,0,1,1,2
1129,80,4,1,1,1,2
1130,80,4,0,1,1,2
1131,80,4,1,1,1,2
1132,80,4,0,1,1,2
1133,80,4,0,1,1,2
1134,81,4,0,1,1,1
1135,81,4,0,1,1,1
1136,81,4,0,1,1,1
1137,81,4,0,1,1,1
1138,81,4,0,1,1,1
1139,81,4,1,1,1,1
1140,81,4,0,1,1,1
1141,81,4,0,1,1,1
1142,81,4,0,1,1,1
1143,81,4,0,1,1,1
1144,81,4,0,1,1,1
1145,81,4,0,1,1,1
1146,81,4,0,1,1,1
1147,81,4,1,1,1,1
1148,81,4,0,1,1,1
1149,81,4,0,1,1,1
1150,81,4,0,1,1,1
1151,81,4,0,1,1,1
1152,82,4,0,1,1,1
1153,82,4,0,1,1,1
1154,82,4,0,1,1,1
1155,82,4,0,1,1,1
1156,82,4,0,1,1,1
1157,82,4,0,1,1,1
1158,82,4,0,1,1,1
1159,82,4,0,1,1,1
1160,82,4,0,1,1,1
1161,82,4,0,1,1,1
1162,82,4,0,1,1,1
1163,82,4,1,1,1,1
1164,82,4,0,1,1,1
1165,82,4,0,1,1,1
1166,82,4,1,1,1,1
1167,82,4,0,1,1,1
1168,82,4,0,1,1,1
1169,82,4,0,1,1,1
1170,83,4,0,1,1,2
1171,83,4,0,1,1,2
1172,83,4,0,1,1,2
1173,83,4,0,1,1,2
1174,83,4,0,1,1,2
1175,83,4,0,1,1,2
1176,83,4,0,1,1,2
1177,83,4,0,1,1,2
1178,83,4,0,1,1,2
1179,83,4,0,1,1,2
1180,83,4,0,1,1,2
1181,83,4,0,1,1,2
1182,83,4,0,1,1,2
1183,83,4,1,1,1,2
1184,83,4,0,1,1,2
1185,83,4,0,1,1,2
1186,83,4,0,1,1,2
1187,83,4,0,1,1,2
1188,84,4,0,1,0,1
1189,84,4,0,1,0,1
1190,84,4,0,1,0,1
1191,84,4,1,1,0,1
1192,84,4,0,1,0,1
1193,84,4,0,1,0,1
1194,84,4,1,1,0,1
1195,84,4,0,1,0,1
1196,84,4,0,1,0,1
1197,84,4,0,1,0,1
1198,84,4,1,1,0,1
1199,84,4,1,1,0,1
1200,84,4,0,1,0,1
1201,84,4,1,1,0,1
1202,84,4,1,1,0,1
1203,84,4,1,1,0,1
1204,84,4,1,1,0,1
1205,84,4,0,1,0,1
1206,85,4,0,2,1,2
1207,85,4,0,2,1,2
1208,85,4,0,2,1,2
1209,85,4,0,2,1,2
1210,85,4,0,2,1,2
1211,85,4,1,2,1,2
1212,85,4,0,2,1,2
1213,85,4,0,2,1,2
1214,85,4,0,2,1,2
1215,85,4,0,2,1,2
1216,85,4,0,2,1,2
1217,85,4,0,2,1,2
1218,85,4,0,2,1,2
1219,85,4,1,2,1,2
1220,85,4,0,2,1,2
1221,85,4,0,2,1,2
1222,85,4,0,2,1,2
1223,85,4,0,2,1,2
1224,86,4,0,2,1,2
1225,86,4,0,2,1,2
1226,86,4,0,2,1,2
1227,86,4,0,2,1,2
1228,86,4,0,2,1,2
1229,86,4,0,2,1,2
1230,86,4,0,2,1,2
1231,86,4,0,2,1,2
1232,86,4,0,2,1,2
1233,86,4,0,2,1,2
1234,86,4,0,2,1,2
1235,86,4,0,2,1,2
1236,86,4,0,2,1,2
1237,86,4,0,2,1,2
1238,86,4,0,2,1,2
1239,86,4,0,2,1,2
1240,86,4,0,2,1,2
1241,86,4,0,2,1,2
1242,87,4,0,1,1,2
1243,87,4,0,1,1,2
1244,87,4,0,1,1,2
1245,87,4,0,1,1,2
1246,87,4,0,1,1,2
1247,87,4,1,1,1,2
1248,87,4,0,1,1,2
1249,87,4,0,1,1,2
1250,87,4,0,1,1,2
1251,87,4,0,1,1,2
1252,87,4,1,1,1,2
1253,87,4,0,1,1,2
1254,87,4,0,1,1,2
1255,87,4,0,1,1,2
1256,87,4,0,1,1,2
1257,87,4,0,1,1,2
1258,87,4,0,1,1,2
1259,87,4,0,1,1,2
1260,88,4,0,1,0,1
1261,88,4,0,1,0,1
1262,88,4,0,1,0,1
1263,88,4,0,1,0,1
1264,88,4,0,1,0,1
1265,88,4,0,1,0,1
1266,88,4,0,1,0,1
1267,88,4,0,1,0,1
1268,88,4,0,1,0,1
1269,88,4,0,1,0,1
1270,88,4,0,1,0,1
1271,88,4,0,1,0,1
1272,88,4,0,1,0,1
1273,88,4,0,1,0,1
1274,88,4,0,1,0,1
1275,88,4,1,1,0,1
1276,88,4,0,1,0,1
1277,88,4,0,1,0,1
1278,89,4,0,2,1,1
1279,89,4,0,2,1,1
1280,89,4,0,2,1,1
1281,89,4,1,2,1,1
1282,89,4,0,2,1,1
1283,89,4,1,2,1,1
1284,89,4,0,2,1,1
1285,89,4,0,2,1,1
1286,89,4,0,2,1,1
1287,89,4,1,2,1,1
1288,89,4,0,2,1,1
1289,89,4,1,2,1,1
1290,89,4,1,2,1,1
1291,89,4,1,2,1,1
1292,89,4,0,2,1,1
1293,89,4,1,2,1,1
1294,89,4,1,2,1,1
1295,89,4,0,2,1,1
1296,90,4,0,1,1,2
1297,90,4,0,1,1,2
1298,90,4,0,1,1,2
1299,90,4,1,1,1,2
1300,90,4,1,1,1,2
1301,90,4,1,1,1,2
1302,90,4,0,1,1,2
1303,90,4,0,1,1,2
1304,90,4,0,1,1,2
1305,90,4,0,1,1,2
1306,90,4,0,1,1,2
1307,90,4,1,1,1,2
1308,90,4,0,1,1,2
1309,90,4,1,1,1,2
1310,90,4,0,1,1,2
1311,90,4,1,1,1,2
1312,90,4,1,1,1,2
1313,90,4,0,1,1,2
1314,91,4,0,1,1,2
1315,91,4,1,1,1,2
1316,91,4,0,1,1,2
1317,91,4,1,1,1,2
1318,91,4,0,1,1,2
1319,91,4,0,1,1,2
1320,91,4,1,1,1,2
1321,91,4,0,1,1,2
1322,91,4,0,1,1,2
1323,91,4,0,1,1,2
1324,91,4,1,1,1,2
1325,91,4,0,1,1,2
1326,91,4,0,1,1,2
1327,91,4,0,1,1,2
1328,91,4,0,1,1,2
1329,91,4,0,1,1,2
1330,91,4,0,1,1,2
1331,91,4,0,1,1,2
1332,92,4,1,0,0,2
1333,92,4,1,0,0,2
1334,92,4,0,0,0,2
1335,92,4,0,0,0,2
1336,92,4,0,0,0,2
1337,92,4,0,0,0,2
1338,92,4,1,0,0,2
1339,92,4,0,0,0,2
1340,92,4,0,0,0,2
1341,92,4,0,0,0,2
1342,92,4,0,0,0,2
1343,92,4,0,0,0,2
1344,92,4,0,0,0,2
1345,92,4,0,0,0,2
1346,92,4,0,0,0,2
1347,92,4,0,0,0,2
1348,92,4,0,0,0,2
1349,92,4,0,0,0,2
1350,93,4,0,0,0,2
1351,93,4,0,0,0,2
1352,93,4,0,0,0,2
1353,93,4,0,0,0,2
1354,93,4,0,0,0,2
1355,93,4,0,0,0,2
1356,93,4,0,0,0,2
1357,93,4,0,0,0,2
1358,93,4,0,0,0,2
1359,93,4,0,0,0,2
1360,93,4,0,0,0,2
1361,93,4,0,0,0,2
1362,93,4,0,0,0,2
1363,93,4,0,0,0,2
1364,93,4,0,0,0,2
1365,93,4,0,0,0,2
1366,93,4,0,0,0,2
1367,93,4,1,0,0,2
1368,94,4,0,0,1,2
1369,94,4,0,0,1,2
1370,94,4,0,0,1,2
1371,94,4,0,0,1,2
1372,94,4,0,0,1,2
1373,94,4,0,0,1,2
1374,94,4,0,0,1,2
1375,94,4,0,0,1,2
1376,94,4,0,0,1,2
1377,94,4,0,0,1,2
1378,94,4,0,0,1,2
1379,94,4,0,0,1,2
1380,94,4,0,0,1,2
1381,94,4,0,0,1,2
1382,94,4,0,0,1,2
1383,94,4,0,0,1,2
1384,94,4,0,0,1,2
1385,94,4,0,0,1,2
1386,95,4,0,0,0,0
1387,95,4,1,0,0,0
1388,95,4,0,0,0,0
1389,95,4,0,0,0,0
1390,95,4,0,0,0,0
1391,95,4,0,0,0,0
1392,95,4,0,0,0,0
1393,95,4,0,0,0,0
1394,95,4,0,0,0,0
1395,95,4,0,0,0,0
1396,95,4,1,0,0,0
1397,95,4,0,0,0,0
1398,95,4,0,0,0,0
1399,95,4,0,0,0,0
1400,95,4,0,0,0,0
1401,95,4,1,0,0,0
1402,95,4,1,0,0,0
1403,95,4,1,0,0,0
1404,96,4,0,0,0,0
1405,96,4,1,0,0,0
1406,96,4,0,0,0,0
1407,96,4,0,0,0,0
1408,96,4,0,0,0,0
1409,96,4,0,0,0,0
1410,96,4,0,0,0,0
1411,96,4,0,0,0,0
1412,96,4,0,0,0,0
1413,96,4,0,0,0,0
1414,96,4,0,0,0,0
1415,96,4,0,0,0,0
1416,96,4,0,0,0,0
1417,96,4,0,0,0,0
1418,96,4,0,0,0,0
1419,96,4,0,0,0,0
1420,96,4,1,0,0,0
1421,96,4,0,0,0,0
1422,97,4,0,0,1,2
1423,97,4,1,0,1,2
1424,97,4,0,0,1,2
1425,97,4,0,0,1,2
1426,97,4,0,0,1,2
1427,97,4,1,0,1,2
1428,97,4,1,0,1,2
1429,97,4,1,0,1,2
1430,97,4,0,0,1,2
1431,97,4,0,0,1,2
1432,97,4,0,0,1,2
1433,97,4,1,0,1,2
1434,97,4,0,0,1,2
1435,97,4,1,0,1,2
1436,97,4,0,0,1,2
1437,97,4,1,0,1,2
1438,97,4,1,0,1,2
1439,97,4,0,0,1,2
1440,98,4,0,0,0,1
1441,98,4,0,0,0,1
1442,98,4,0,0,0,1
1443,98,4,0,0,0,1
1444,98,4,0,0,0,1
1445,98,4,0,0,0,1
1446,98,4,0,0,0,1
1447,98,4,0,0,0,1
1448,98,4,0,0,0,1
1449,98,4,0,0,0,1
1450,98,4,1,0,0,1
1451,98,4,0,0,0,1
1452,98,4,0,0,0,1
1453,98,4,0,0,0,1
1454,98,4,0,0,0,1
1455,98,4,0,0,0,1
1456,98,4,0,0,0,1
1457,98,4,1,0,0,1
1458,99,4,0,0,1,0
1459,99,4,0,0,1,0
1460,99,4,0,0,1,0
1461,99,4,0,0,1,0
1462,99,4,0,0,1,0
1463,99,4,0,0,1,0
1464,99,4,0,0,1,0
1465,99,4,0,0,1,0
1466,99,4,0,0,1,0
1467,99,4,0,0,1,0
1468,99,4,0,0,1,0
1469,99,4,0,0,1,0
1470,99,4,0,0,1,0
1471,99,4,0,0,1,0
1472,99,4,0,0,1,0
1473,99,4,0,0,1,0
1474,99,4,0,0,1,0
1475,99,4,0,0,1,0
1476,100,4,0,0,0,0
1477,100,4,0,0,0,0
1478,100,4,0,0,0,0
1479,100,4,0,0,0,0
1480,100,4,1,0,0,0
1481,100,4,0,0,0,0
1482,100,4,0,0,0,0
1483,100,4,0,0,0,0
1484,100,4,0,0,0,0
1485,100,4,0,0,0,0
1486,100,4,0,0,0,0
1487,100,4,0,0,0,0
1488,100,4,0,0,0,0
1489,100,4,0,0,0,0
1490,100,4,0,0,0,0
1491,100,4,0,0,0,0
1492,100,4,0,0,0,0
1493,100,4,0,0,0,0
1494,101,4,0,0,0,0
1495,101,4,0,0,0,0
1496,101,4,0,0,0,0
1497,101,4,0,0,0,0
1498,101,4,0,0,0,0
1499,101,4,0,0,0,0
1500,101,4,0,0,0,0
1501,101,4,0,0,0,0
1502,101,4,0,0,0,0
1503,101,4,0,0,0,0
1504,101,4,0,0,0,0
1505,101,4,0,0,0,0
1506,101,4,0,0,0,0
1507,101,4,0,0,0,0
1508,101,4,0,0,0,0
1509,101,4,1,0,0,0
1510,101,4,0,0,0,0
1511,101,4,0,0,0,0
1512,102,4,0,0,1,2
1513,102,4,0,0,1,2
1514,102,4,0,0,1,2
1515,102,4,1,0,1,2
1516,102,4,0,0,1,2
1517,102,4,1,0,1,2
1518,102,4,0,0,1,2
1519,102,4,0,0,1,2
1520,102,4,0,0,1,2
1521,102,4,0,0,1,2
1522,102,4,1,0,1,2
1523,102,4,0,0,1,2
1524,102,4,0,0,1,2
1525,102,4,1,0,1,2
1526,102,4,0,0,1,2
1527,102,4,0,0,1,2
1528,102,4,0,0,1,2
1529,102,4,1,0,1,2
1530,103,4,1,0,0,0
1531,103,4,1,0,0,0
1532,103,4,0,0,0,0
1533,103,4,0,0,0,0
1534,103,4,1,0,0,0
1535,103,4,0,0,0,0
1536,103,4,1,0,0,0
1537,103,4,0,0,0,0
1538,103,4,1,0,0,0
1539,103,4,0,0,0,0
1540,103,4,1,0,0,0
1541,103,4,0,0,0,0
1542,103,4,0,0,0,0
1543,103,4,0,0,0,0
1544,103,4,0,0,0,0
1545,103,4,1,0,0,0
1546,103,4,1,0,0,0
1547,103,4,0,0,0,0
1548,104,4,0,0,0,1
1549,104,4,0,0,0,1
1550,104,4,1,0,0,1
1551,104,4,0,0,0,1
1552,104,4,0,0,0,1
1553,104,4,0,0,0,1
1554,104,4,0,0,0,1
1555,104,4,0,0,0,1
1556,104,4,0,0,0,1
1557,104,4,0,0,0,1
1558,104,4,0,0,0,1
1559,104,4,0,0,0,1
1560,104,4,0,0,0,1
1561,104,4,0,0,0,1
1562,104,4,0,0,0,1
1563,104,4,1,0,0,1
1564,104,4,0,0,0,1
1565,104,4,0,0,0,1
1566,105,4,1,0,1,2
1567,105,4,1,0,1,2
1568,105,4,1,0,1,2
1569,105,4,1,0,1,2
1570,105,4,0,0,1,2
1571,105,4,0,0,1,2
1572,105,4,1,0,1,2
1573,105,4,1,0,1,2
1574,105,4,0,0,1,2
1575,105,4,1,0,1,2
1576,105,4,1,0,1,2
1577,105,4,1,0,1,2
1578,105,4,0,0,1,2
1579,105,4,0,0,1,2
1580,105,4,0,0,1,2
1581,105,4,1,0,1,2
1582,105,4,1,0,1,2
1583,105,4,0,0,1,2
1584,106,4,0,0,0,1
1585,106,4,0,0,0,1
1586,106,4,0,0,0,1
1587,106,4,1,0,0,1
1588,106,4,0,0,0,1
1589,106,4,1,0,0,1
1590,106,4,0,0,0,1
1591,106,4,0,0,0,1
1592,106,4,1,0,0,1
1593,106,4,0,0,0,1
1594,106,4,1,0,0,1
1595,106,4,0,0,0,1
1596,106,4,0,0,0,1
1597,106,4,0,0,0,1
1598,106,4,0,0,0,1
1599,106,4,0,0,0,1
1600,106,4,0,0,0,1
1601,106,4,0,0,0,1
1602,107,4,1,0,1,2
1603,107,4,0,0,1,2
1604,107,4,1,0,1,2
1605,107,4,0,0,1,2
1606,107,4,1,0,1,2
1607,107,4,0,0,1,2
1608,107,4,1,0,1,2
1609,107,4,0,0,1,2
1610,107,4,0,0,1,2
1611,107,4,0,0,1,2
1612,107,4,1,0,1,2
1613,107,4,0,0,1,2
1614,107,4,0,0,1,2
1615,107,4,0,0,1,2
1616,107,4,1,0,1,2
1617,107,4,1,0,1,2
1618,107,4,1,0,1,2
1619,107,4,0,0,1,2
1620,108,4,1,0,1,1
1621,108,4,0,0,1,1
1622,108,4,0,0,1,1
1623,108,4,0,0,1,1
1624,108,4,0,0,1,1
1625,108,4,0,0,1,1
1626,108,4,0,0,1,1
1627,108,4,0,0,1,1
1628,108,4,0,0,1,1
1629,108,4,0,0,1,1
1630,108,4,1,0,1,1
1631,108,4,0,0,1,1
1632,108,4,0,0,1,1
1633,108,4,0,0,1,1
1634,108,4,0,0,1,1
1635,108,4,1,0,1,1
1636,108,4,1,0,1,1
1637,108,4,0,0,1,1
1638,109,4,0,0,1,1
1639,109,4,0,0,1,1
1640,109,4,0,0,1,1
1641,109,4,0,0,1,1
1642,109,4,0,0,1,1
1643,109,4,0,0,1,1
1644,109,4,0,0,1,1
1645,109,4,0,0,1,1
1646,109,4,0,0,1,1
1647,109,4,0,0,1,1
1648,109,4,0,0,1,1
1649,109,4,0,0,1,1
1650,109,4,0,0,1,1
1651,109,4,0,0,1,1
1652,109,4,0,0,1,1
1653,109,4,0,0,1,1
1654,109,4,0,0,1,1
1655,109,4,0,0,1,1
1656,110,5,1,1,1,2
1657,110,5,0,1,1,2
1658,110,5,0,1,1,2
1659,110,5,1,1,1,2
1660,110,5,1,1,1,2
1661,110,5,1,1,1,2
1662,110,5,1,1,1,2
1663,110,5,1,1,1,2
1664,110,5,0,1,1,2
1665,110,5,0,1,1,2
1666,111,5,0,2,1,2
1667,111,5,0,2,1,2
1668,111,5,0,2,1,2
1669,111,5,1,2,1,2
1670,111,5,1,2,1,2
1671,111,5,0,2,1,2
1672,111,5,1,2,1,2
1673,111,5,0,2,1,2
1674,111,5,0,2,1,2
1675,111,5,0,2,1,2
1676,112,5,0,1,0,1
1677,112,5,0,1,0,1
1678,112,5,0,1,0,1
1679,112,5,0,1,0,1
1680,112,5,0,1,0,1
1681,112,5,0,1,0,1
1682,112,5,1,1,0,1
1683,112,5,0,1,0,1
1684,112,5,0,1,0,1
1685,112,5,0,1,0,1
1686,113,5,0,2,0,2
1687,113,5,0,2,0,2
1688,113,5,0,2,0,2
1689,113,5,1,2,0,2
1690,113,5,0,2,0,2
1691,113,5,1,2,0,2
1692,113,5,1,2,0,2
1693,113,5,0,2,0,2
1694,113,5,0,2,0,2
1695,113,5,0,2,0,2
1696,114,5,1,1,1,2
1697,114,5,0,1,1,2
1698,114,5,0,1,1,2
1699,114,5,1,1,1,2
1700,114,5,0,1,1,2
1701,114,5,1,1,1,2
1702,114,5,0,1,1,2
1703,114,5,1,1,1,2
1704,114,5,0,1,1,2
1705,114,5,0,1,1,2
1706,115,5,0,2,0,2
1707,115,5,0,2,0,2
1708,115,5,0,2,0,2
1709,115,5,1,2,0,2
1710,115,5,0,2,0,2
1711,115,5,0,2,0,2
1712,115,5,0,2,0,2
1713,115,5,0,2,0,2
1714,115,5,0,2,0,2
1715,115,5,0,2,0,2
1716,116,5,0,2,1,0
1717,116,5,0,2,1,0
1718,116,5,0,2,1,0
1719,116,5,1,2,1,0
1720,116,5,0,2,1,0
1721,116,5,1,2,1,0
1722,116,5,1,2,1,0
1723,116,5,1,1,1,0
1724,116,5,1,2,1,0
1725,116,5,0,2,1,0
1726,117,5,1,1,1,2
1727,117,5,0,1,1,2
1728,117,5,0,1,1,2
1729,117,5,1,1,1,2
1730,117,5,0,1,1,2
1731,117,5,0,1,1,2
1732,117,5,1,1,1,2
1733,117,5,0,1,1,2
1734,117,5,1,1,1,2
1735,117,5,0,1,1,2
1736,118,5,0,2,1,1
1737,118,5,0,2,1,1
1738,118,5,0,2,1,1
1739,118,5,0,2,1,1
1740,118,5,0,2,1,1
1741,118,5,0,2,1,1
1742,118,5,0,2,1,1
1743,118,5,0,2,1,1
1744,118,5,0,2,1,1
1745,118,5,0,2,1,1
1746,119,5,1,0,1,0
1747,119,5,0,0,1,0
1748,119,5,0,0,1,0
1749,119,5,0,0,1,0
1750,119,5,1,0,1,0
1751,119,5,0,0,1,0
1752,119,5,0,0,1,0
1753,119,5,1,0,1,0
1754,119,5,0,0,1,0
1755,119,5,0,0,1,0
1756,120,5,0,0,0,0
1757,120,5,0,0,0,0
1758,120,5,0,0,0,0
1759,120,5,0,0,0,0
1760,120,5,0,0,0,0
1761,120,5,0,0,0,0
1762,120,5,0,0,0,0
1763,120,5,0,0,0,0
1764,120,5,0,0,0,0
1765,120,5,0,0,0,0
1766,121,5,0,0,1,0
1767,121,5,0,0,1,0
1768,121,5,0,0,1,0
1769,121,5,0,0,1,0
1770,121,5,0,0,1,0
1771,121,5,0,0,1,0
1772,121,5,0,0,1,0
1773,121,5,0,0,1,0
1774,121,5,0,0,1,0
1775,121,5,0,0,1,0
1776,122,5,1,0,1,2
1777,122,5,1,0,1,2
1778,122,5,0,0,1,2
1779,122,5,1,0,1,2
1780,122,5,1,0,1,2
1781,122,5,1,0,1,2
1782,122,5,1,0,1,2
1783,122,5,1,0,1,2
1784,122,5,0,0,1,2
1785,122,5,0,0,1,2
1786,123,5,1,0,1,2
1787,123,5,1,0,1,2
1788,123,5,0,0,1,2
1789,123,5,0,0,1,2
1790,123,5,0,0,1,2
1791,123,5,0,0,1,2
1792,123,5,0,0,1,2
1793,123,5,0,0,1,2
1794,123,5,0,0,1,2
1795,123,5,0,0,1,2
1796,124,5,1,0,0,2
1797,124,5,0,0,0,2
1798,124,5,0,0,0,2
1799,124,5,1,0,0,2
1800,124,5,1,0,0,2
1801,124,5,0,0,0,2
1802,124,5,1,0,0,2
1803,124,5,0,0,0,2
1804,124,5,0,0,0,2
1805,124,5,0,0,0,2
1806,125,5,1,0,0,0
1807,125,5,1,0,0,0
1808,125,5,1,0,0,0
1809,125,5,1,0,0,0
1810,125,5,0,0,0,0
1811,125,5,0,0,0,0
1812,125,5,1,0,0,0
1813,125,5,1,0,0,0
1814,125,5,0,0,0,0
1815,125,5,0,0,0,0
1816,126,5,1,0,0,0
1817,126,5,0,0,0,0
1818,126,5,0,0,0,0
1819,126,5,0,0,0,0
1820,126,5,1,0,0,0
1821,126,5,0,0,0,0
1822,126,5,1,0,0,0
1823,126,5,0,0,0,0
1824,126,5,0,0,0,0
1825,126,5,0,0,0,0
1826,127,5,0,0,0,0
1827,127,5,0,0,0,0
1828,127,5,0,0,0,0
1829,127,5,0,0,0,0
1830,127,5,0,0,0,0
1831,127,5,0,0,0,0
1832,127,5,1,0,0,0
1833,127,5,1,0,0,0
1834,127,5,0,0,0,0
1835,127,5,0,0,0,0
1836,128,5,0,0,0,1
1837,128,5,0,0,0,1
1838,128,5,0,0,0,1
1839,128,5,0,0,0,1
1840,128,5,0,0,0,1
1841,128,5,0,0,0,1
1842,128,5,0,0,0,1
1843,128,5,0,0,0,1
1844,128,5,0,0,0,1
1845,128,5,0,0,0,1
1846,129,6,0,2,0,2
1847,129,6,0,2,0,2
1848,129,6,0,2,0,2
1849,129,6,1,2,0,2
1850,129,6,0,2,0,2
1851,130,6,0,2,1,1
1852,130,6,0,2,1,1
1853,130,6,0,2,1,1
1854,130,6,0,2,1,1
1855,130,6,0,2,1,1
1856,131,6,1,2,1,2
1857,131,6,0,2,1,2
1858,131,6,0,2,1,2
1859,131,6,0,2,1,2
1860,131,6,0,2,1,2
1861,132,6,0,2,1,2
1862,132,6,0,2,1,2
1863,132,6,0,2,1,2
1864,132,6,1,2,1,2
1865,132,6,1,2,1,2
1866,133,6,0,1,1,1
1867,133,6,1,1,1,2
1868,133,6,0,1,1,1
1869,133,6,0,1,1,1
1870,133,6,0,1,1,2
1871,134,6,0,0,0,2
1872,134,6,0,0,0,2
1873,134,6,1,0,0,2
1874,134,6,0,0,0,2
1875,134,6,0,0,0,2
1876,135,6,0,0,0,2
1877,135,6,0,0,0,2
1878,135,6,0,0,0,2
1879,135,6,0,0,0,2
1880,135,6,1,0,0,2
1881,136,6,0,0,1,2
1882,136,6,0,0,1,2
1883,136,6,0,0,1,2
1884,136,6,0,0,1,2
1885,136,6,0,0,1,2
1886,137,6,1,0,0,2
1887,137,6,0,0,0,2
1888,137,6,0,0,0,2
1889,137,6,1,0,0,2
1890,137,6,0,0,0,2
1891,138,6,0,0,1,1
1892,138,6,0,0,1,1
1893,138,6,0,0,1,1
1894,138,6,1,0,1,1
1895,138,6,0,0,1,1
1896,139,7,0,1,0,2
1897,139,7,1,1,0,2
1898,139,7,0,1,0,2
1899,139,7,0,1,0,2
1900,139,7,0,1,0,2
1901,139,7,0,1,0,2
1902,139,7,0,1,0,2
1903,139,7,0,1,0,2
1904,139,7,0,1,0,2
1905,139,7,1,1,0,2
1906,139,7,1,1,0,2
1907,139,7,1,1,0,2
1908,139,7,0,1,0,2
1909,139,7,1,1,0,2
1910,139,7,1,1,0,2
1911,139,7,1,1,0,2
1912,140,7,0,1,1,2
1913,140,7,0,1,1,2
1914,140,7,0,1,1,2
1915,140,7,0,1,1,2
1916,140,7,0,1,1,2
1917,140,7,0,1,1,2
1918,140,7,0,1,1,2
1919,140,7,0,1,1,2
1920,140,7,0,1,1,2
1921,140,7,0,1,1,2
1922,140,7,0,1,1,2
1923,140,7,0,1,1,2
1924,140,7,0,1,1,2
1925,140,7,0,1,1,2
