age,age_o,d_age,samerace,importance_same_race,importance_same_religion,pref_o_attractive,pref_o_sincere,pref_o_intelligence,pref_o_funny,pref_o_ambitious,pref_o_shared_interests,attractive_o,sinsere_o,intelligence_o,funny_o,ambitous_o,shared_interests_o,attractive_important,sincere_important,intellicence_important,funny_important,ambtition_important,shared_interests_important,attractive,sincere,intelligence,funny,ambition,attractive_partner,sincere_partner,intelligence_partner,funny_partner,ambition_partner,shared_interests_partner,sports,tvsports,exercise,dining,museums,art,hiking,gaming,clubbing,reading,tv,theater,movies,concerts,music,shopping,yoga,interests_correlate,expected_happy_with_sd_people,expected_num_matches,like,guess_prob_liked,met,gender_male,race_Asian/Pacific Islander/Asian-American,race_Black/African American,race_European/Caucasian-American,race_Latino/Hispanic American,race_Other,race_Unknown,race_o_Asian/Pacific Islander/Asian-American,race_o_Black/African American,race_o_European/Caucasian-American,race_o_Latino/Hispanic American,race_o_Other,race_o_Unknown,field_Arts/Humanities,field_Business/Finance,field_Education,field_Engineering/Tech,field_Journalism/Communications,field_Law,field_Math/Statistics,field_Medicine/Health,field_Natural Sciences,field_Other,field_Social Sciences,field_Unknown
24.0,23.0,1.0,1.0,1.0,4.0,18.6018601860186,13.95139513951395,18.6018601860186,16.28162816281628,16.28162816281628,16.28162816281628,7.0,6.0,7.0,6.0,4.0,4.0,14.288571142885711,14.288571142885711,21.42785721427857,21.42785721427857,19.048095190480954,9.519048095190481,9.0,9.0,9.0,10.0,7.0,8.0,8.0,8.0,8.0,8.0,8.0,5.0,6.0,6.0,6.0,5.0,5.0,6.0,10.0,7.0,6.0,6.0,6.0,6.0,6.0,8.0,6.0,6.0,-0.63,7.0,5.3835611602557325,8.0,8.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
24.0,23.0,1.0,0.0,1.0,4.0,11.10888911108889,17.778222177782222,17.778222177782222,17.778222177782222,17.778222177782222,17.778222177782222,8.0,8.0,7.0,7.0,7.0,8.0,14.288571142885711,14.288571142885711,21.42785721427857,21.42785721427857,19.048095190480954,9.519048095190481,9.0,9.0,9.0,10.0,7.0,6.0,9.0,9.0,10.0,9.0,10.0,5.0,6.0,6.0,6.0,5.0,5.0,6.0,10.0,7.0,6.0,6.0,6.0,6.0,6.0,8.0,6.0,6.0,-0.5,7.0,4.78937685357525,10.0,10.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
24.0,28.0,4.0,1.0,1.0,4.0,17.778222177782222,19.99800019998,17.778222177782222,15.558444155584441,15.558444155584441,13.32866713328667,8.0,8.0,9.0,8.0,7.0,8.0,14.288571142885711,14.288571142885711,21.42785721427857,21.42785721427857,19.048095190480954,9.519048095190481,9.0,9.0,9.0,10.0,7.0,10.0,10.0,10.0,10.0,10.0,10.0,5.0,6.0,6.0,6.0,5.0,5.0,6.0,10.0,7.0,6.0,6.0,6.0,6.0,6.0,8.0,6.0,6.0,-0.59,7.0,5.3732178821535115,10.0,9.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
24.0,28.0,4.0,0.0,1.0,4.0,16.281628162816283,20.932093209320932,18.601860186018605,18.601860186018605,13.95139513951395,11.631163116311633,7.0,7.0,7.0,7.0,5.0,7.0,14.288571142885711,14.288571142885711,21.42785721427857,21.42785721427857,19.048095190480954,9.519048095190481,9.0,9.0,9.0,10.0,7.0,4.0,7.0,7.0,9.0,8.0,7.0,5.0,6.0,6.0,6.0,5.0,5.0,6.0,10.0,7.0,6.0,6.0,6.0,6.0,6.0,8.0,6.0,6.0,-0.27,7.0,4.778212618944709,9.0,10.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
24.0,29.0,5.0,1.0,1.0,4.0,19.56608678264347,10.867826434713056,19.56608678264347,19.56608678264347,19.56608678264347,10.867826434713056,7.0,8.0,9.0,9.0,8.0,7.0,14.288571142885711,14.288571142885711,21.42785721427857,21.42785721427857,19.048095190480954,9.519048095190481,9.0,9.0,9.0,10.0,7.0,4.0,10.0,9.0,5.0,6.0,2.0,5.0,6.0,6.0,6.0,5.0,5.0,6.0,10.0,7.0,6.0,6.0,6.0,6.0,6.0,8.0,6.0,6.0,-0.36,7.0,1.8935750632573785,7.0,10.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
24.0,27.0,3.0,1.0,1.0,4.0,17.778222177782222,17.778222177782222,22.21777822217778,19.99800019998,15.558444155584441,6.669333066693331,8.0,7.0,6.0,7.0,7.0,6.0,14.288571142885711,14.288571142885711,21.42785721427857,21.42785721427857,19.048095190480954,9.519048095190481,9.0,9.0,9.0,10.0,7.0,8.0,7.0,8.0,8.0,8.0,8.0,5.0,6.0,6.0,6.0,5.0,5.0,6.0,10.0,7.0,6.0,6.0,6.0,6.0,6.0,8.0,6.0,6.0,0.04000000000000001,7.0,5.981030522259205,8.0,8.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
24.0,22.0,2.0,1.0,1.0,4.0,18.36816318368163,18.36816318368163,20.40795920407959,20.40795920407959,16.32836716328367,6.11938806119388,8.0,7.0,7.0,7.0,5.0,5.0,14.288571142885711,14.288571142885711,21.42785721427857,21.42785721427857,19.048095190480954,9.519048095190481,9.0,9.0,9.0,10.0,7.0,6.0,4.0,8.0,9.0,9.0,9.0,5.0,6.0,6.0,6.0,5.0,5.0,6.0,10.0,7.0,6.0,6.0,6.0,6.0,6.0,8.0,6.0,6.0,-0.21,7.0,4.777835569637683,8.0,7.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
33.0,23.0,10.0,1.0,6.0,2.0,19.048095190480954,19.048095190480954,19.048095190480954,19.048095190480954,9.519048095190481,14.288571142885711,6.0,8.0,9.0,6.0,8.0,7.0,8.33083308330833,20.83208320832083,20.83208320832083,14.581458145814583,16.671667166716674,18.751875187518753,7.0,10.0,7.0,8.0,7.0,5.0,6.0,8.0,6.0,7.0,6.219499767028845,4.0,5.0,6.0,8.0,9.0,9.0,6.0,4.0,8.0,9.0,5.0,7.0,7.0,7.0,7.0,6.0,4.0,0.34,6.0,3.0,5.0,5.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
33.0,28.0,5.0,1.0,6.0,2.0,15.913182636527305,20.454090818163632,20.454090818163632,20.454090818163632,11.362272454490897,11.362272454490897,5.0,7.0,7.0,5.0,4.0,4.0,8.33083308330833,20.83208320832083,20.83208320832083,14.581458145814583,16.671667166716674,18.751875187518753,7.0,10.0,7.0,8.0,7.0,4.0,6.0,8.0,5.0,6.67642945888677,5.0,4.0,5.0,6.0,8.0,9.0,9.0,6.0,4.0,8.0,9.0,5.0,7.0,7.0,7.0,7.0,6.0,4.0,0.55,6.0,3.0,5.0,5.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
33.0,29.0,4.0,0.0,6.0,2.0,16.0,18.0,18.0,18.0,14.000000000000002,16.0,4.0,9.0,7.0,5.0,8.0,3.0,8.33083308330833,20.83208320832083,20.83208320832083,14.581458145814583,16.671667166716674,18.751875187518753,7.0,10.0,7.0,8.0,7.0,5.0,5.0,7.0,8.0,7.0,4.0,4.0,5.0,6.0,8.0,9.0,9.0,6.0,4.0,8.0,9.0,5.0,7.0,7.0,7.0,7.0,6.0,4.0,0.010000000000000009,6.0,3.0,5.0,5.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
33.0,22.0,11.0,1.0,6.0,2.0,16.67,18.75,18.75,18.75,18.75,8.33,5.0,10.0,8.0,5.0,10.0,6.0,8.33083308330833,20.83208320832083,20.83208320832083,14.581458145814583,16.671667166716674,18.751875187518753,7.0,10.0,7.0,8.0,7.0,5.0,6.0,8.0,9.0,8.0,6.0,4.0,5.0,6.0,8.0,9.0,9.0,6.0,4.0,8.0,9.0,5.0,7.0,7.0,7.0,7.0,6.0,4.0,-0.15000000000000005,6.0,3.0,8.0,5.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
33.0,27.0,6.0,0.0,6.0,2.0,15.218478152184783,15.218478152184783,19.568043195680435,17.38826117388261,13.038696130386962,19.568043195680435,3.0,6.0,6.0,2.0,7.0,2.0,8.33083308330833,20.83208320832083,20.83208320832083,14.581458145814583,16.671667166716674,18.751875187518753,7.0,10.0,7.0,8.0,7.0,6.0,7.0,9.0,8.0,9.0,5.582562501800642,4.0,5.0,6.0,8.0,9.0,9.0,6.0,4.0,8.0,9.0,5.0,7.0,7.0,7.0,7.0,6.0,4.0,0.58,6.0,3.0,7.0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
33.0,26.0,7.0,1.0,6.0,2.0,12.0,20.0,20.0,20.0,16.0,12.0,5.0,8.0,7.0,6.0,6.0,4.0,8.33083308330833,20.83208320832083,20.83208320832083,14.581458145814583,16.671667166716674,18.751875187518753,7.0,10.0,7.0,8.0,7.0,9.0,8.0,9.0,8.0,9.0,8.0,4.0,5.0,6.0,8.0,9.0,9.0,6.0,4.0,8.0,9.0,5.0,7.0,7.0,7.0,7.0,6.0,4.0,0.61,6.0,3.0,8.0,6.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
33.0,27.0,6.0,1.0,6.0,2.0,20.512051205120514,23.082308230823077,20.512051205120514,17.951795179517948,2.560256025602559,15.38153815381538,4.0,9.0,9.0,5.0,7.271235921665262,4.914564063720029,8.33083308330833,20.83208320832083,20.83208320832083,14.581458145814583,16.671667166716674,18.751875187518753,7.0,10.0,7.0,8.0,7.0,8.0,7.0,9.0,8.0,8.0,6.346406447668305,4.0,5.0,6.0,8.0,9.0,9.0,6.0,4.0,8.0,9.0,5.0,7.0,7.0,7.0,7.0,6.0,4.0,0.47,6.0,3.0,8.0,5.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
33.0,30.0,3.0,1.0,6.0,2.0,16.67,12.5,20.83,18.75,12.5,18.75,6.0,9.0,9.0,6.0,8.0,4.0,8.33083308330833,20.83208320832083,20.83208320832083,14.581458145814583,16.671667166716674,18.751875187518753,7.0,10.0,7.0,8.0,7.0,10.0,9.0,9.0,10.0,6.0,6.530608088467843,4.0,5.0,6.0,8.0,9.0,9.0,6.0,4.0,8.0,9.0,5.0,7.0,7.0,7.0,7.0,6.0,4.0,0.54,6.0,3.0,9.0,6.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
33.0,26.0,7.0,0.0,6.0,2.0,27.779999999999998,19.44,19.44,27.779999999999998,2.7800000000000002,2.7799999999999994,3.0,7.0,7.0,5.0,6.613997817760023,3.362404989272898,8.33083308330833,20.83208320832083,20.83208320832083,14.581458145814583,16.671667166716674,18.751875187518753,7.0,10.0,7.0,8.0,7.0,9.0,8.0,9.0,8.0,8.0,6.615556034462601,4.0,5.0,6.0,8.0,9.0,9.0,6.0,4.0,8.0,9.0,5.0,7.0,7.0,7.0,7.0,6.0,4.0,0.22,6.0,3.0,8.0,5.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
33.0,23.0,10.0,1.0,6.0,2.0,18.6018601860186,13.95139513951395,18.6018601860186,16.28162816281628,16.28162816281628,16.28162816281628,3.0,7.0,6.0,4.0,5.0,2.0,8.33083308330833,20.83208320832083,20.83208320832083,14.581458145814583,16.671667166716674,18.751875187518753,7.0,10.0,7.0,8.0,7.0,5.0,6.0,7.0,6.0,4.0,5.723293261564504,4.0,5.0,6.0,8.0,9.0,9.0,6.0,4.0,8.0,9.0,5.0,7.0,7.0,7.0,7.0,6.0,4.0,0.13,6.0,3.0,5.0,5.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
33.0,23.0,10.0,0.0,6.0,2.0,11.10888911108889,17.778222177782222,17.778222177782222,17.778222177782222,17.778222177782222,17.778222177782222,5.0,5.0,5.0,6.0,6.0,6.0,8.33083308330833,20.83208320832083,20.83208320832083,14.581458145814583,16.671667166716674,18.751875187518753,7.0,10.0,7.0,8.0,7.0,7.0,8.0,9.0,9.0,9.0,6.443472005014965,4.0,5.0,6.0,8.0,9.0,9.0,6.0,4.0,8.0,9.0,5.0,7.0,7.0,7.0,7.0,6.0,4.0,0.33,6.0,3.0,7.0,5.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
33.0,28.0,5.0,1.0,6.0,2.0,17.778222177782222,19.99800019998,17.778222177782222,15.558444155584441,15.558444155584441,13.32866713328667,7.0,9.0,9.0,8.0,8.0,8.0,8.33083308330833,20.83208320832083,20.83208320832083,14.581458145814583,16.671667166716674,18.751875187518753,7.0,10.0,7.0,8.0,7.0,8.0,9.0,9.0,8.0,8.0,8.0,4.0,5.0,6.0,8.0,9.0,9.0,6.0,4.0,8.0,9.0,5.0,7.0,7.0,7.0,7.0,6.0,4.0,0.27,6.0,3.0,8.0,5.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
33.0,28.0,5.0,0.0,6.0,2.0,16.281628162816283,20.932093209320932,18.601860186018605,18.601860186018605,13.95139513951395,11.631163116311633,5.0,7.0,7.0,5.0,7.0,3.0,8.33083308330833,20.83208320832083,20.83208320832083,14.581458145814583,16.671667166716674,18.751875187518753,7.0,10.0,7.0,8.0,7.0,5.0,5.0,9.0,6.0,7.0,8.0,4.0,5.0,6.0,8.0,9.0,9.0,6.0,4.0,8.0,9.0,5.0,7.0,7.0,7.0,7.0,6.0,4.0,0.55,6.0,3.0,4.0,5.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
33.0,29.0,4.0,1.0,6.0,2.0,19.56608678264347,10.867826434713056,19.56608678264347,19.56608678264347,19.56608678264347,10.867826434713056,5.0,8.0,9.0,6.0,7.0,9.0,8.33083308330833,20.83208320832083,20.83208320832083,14.581458145814583,16.671667166716674,18.751875187518753,7.0,10.0,7.0,8.0,7.0,8.0,9.0,9.0,7.0,8.0,8.0,4.0,5.0,6.0,8.0,9.0,9.0,6.0,4.0,8.0,9.0,5.0,7.0,7.0,7.0,7.0,6.0,4.0,0.34,6.0,3.0,9.0,8.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
33.0,27.0,6.0,1.0,6.0,2.0,17.778222177782222,17.778222177782222,22.21777822217778,19.99800019998,15.558444155584441,6.669333066693331,4.5971906842380275,8.0,9.0,2.0,8.0,1.0,8.33083308330833,20.83208320832083,20.83208320832083,14.581458145814583,16.671667166716674,18.751875187518753,7.0,10.0,7.0,8.0,7.0,8.0,8.0,9.0,8.0,8.0,6.2696997827860335,4.0,5.0,6.0,8.0,9.0,9.0,6.0,4.0,8.0,9.0,5.0,7.0,7.0,7.0,7.0,6.0,4.0,-0.010000000000000009,6.0,3.0,9.0,8.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
33.0,22.0,11.0,1.0,6.0,2.0,18.36816318368163,18.36816318368163,20.40795920407959,20.40795920407959,16.32836716328367,6.11938806119388,4.0,6.0,5.0,4.0,5.0,5.0,8.33083308330833,20.83208320832083,20.83208320832083,14.581458145814583,16.671667166716674,18.751875187518753,7.0,10.0,7.0,8.0,7.0,7.0,5.0,8.0,9.0,8.0,5.960016698795802,4.0,5.0,6.0,8.0,9.0,9.0,6.0,4.0,8.0,9.0,5.0,7.0,7.0,7.0,7.0,6.0,4.0,-0.03,6.0,3.0,7.0,5.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
23.0,23.0,0.0,1.0,5.0,2.0,19.048095190480954,19.048095190480954,19.048095190480954,19.048095190480954,9.519048095190481,14.288571142885711,9.0,9.0,9.0,7.0,7.0,8.0,16.0,16.0,16.0,18.0,18.0,16.0,7.0,8.0,8.0,9.0,9.0,4.0,6.0,7.0,4.0,7.0,4.0,10.0,7.0,9.0,6.0,6.0,6.0,4.0,3.0,7.0,7.0,5.0,4.0,7.0,9.0,8.0,7.0,4.0,-0.4,5.0,3.1942935614239905,4.0,7.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
23.0,28.0,5.0,1.0,5.0,2.0,15.913182636527305,20.454090818163632,20.454090818163632,20.454090818163632,11.362272454490897,11.362272454490897,8.0,8.0,8.0,8.0,7.0,9.0,16.0,16.0,16.0,18.0,18.0,16.0,7.0,8.0,8.0,9.0,9.0,4.0,7.0,8.0,5.0,7.0,4.0,10.0,7.0,9.0,6.0,6.0,6.0,4.0,3.0,7.0,7.0,5.0,4.0,7.0,9.0,8.0,7.0,4.0,0.32,5.0,3.608149406648687,4.0,8.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
23.0,29.0,6.0,0.0,5.0,2.0,16.0,18.0,18.0,18.0,14.000000000000002,16.0,6.0,8.0,9.0,9.0,9.0,7.0,16.0,16.0,16.0,18.0,18.0,16.0,7.0,8.0,8.0,9.0,9.0,7.0,8.0,8.0,8.0,8.0,7.0,10.0,7.0,9.0,6.0,6.0,6.0,4.0,3.0,7.0,7.0,5.0,4.0,7.0,9.0,8.0,7.0,4.0,0.64,5.0,3.582608618152882,7.0,7.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
23.0,22.0,1.0,1.0,5.0,2.0,16.67,18.75,18.75,18.75,18.75,8.33,6.0,8.0,10.0,9.0,3.0000000000000004,1.0,16.0,16.0,16.0,18.0,18.0,16.0,7.0,8.0,8.0,9.0,9.0,8.0,8.0,8.0,10.0,7.0,9.0,10.0,7.0,9.0,6.0,6.0,6.0,4.0,3.0,7.0,7.0,5.0,4.0,7.0,9.0,8.0,7.0,4.0,0.44,5.0,2.990053843652403,9.0,5.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
23.0,27.0,4.0,0.0,5.0,2.0,15.218478152184783,15.218478152184783,19.568043195680435,17.38826117388261,13.038696130386962,19.568043195680435,8.0,7.0,7.0,7.0,7.0,5.0,16.0,16.0,16.0,18.0,18.0,16.0,7.0,8.0,8.0,9.0,9.0,7.0,7.0,8.0,8.0,7.0,7.0,10.0,7.0,9.0,6.0,6.0,6.0,4.0,3.0,7.0,7.0,5.0,4.0,7.0,9.0,8.0,7.0,4.0,0.28,5.0,3.6119877750946,9.0,5.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
23.0,26.0,3.0,1.0,5.0,2.0,12.0,20.0,20.0,20.0,16.0,12.0,8.0,8.0,8.0,6.0,6.0,5.0,16.0,16.0,16.0,18.0,18.0,16.0,7.0,8.0,8.0,9.0,9.0,6.0,7.0,7.0,8.0,7.0,7.0,10.0,7.0,9.0,6.0,6.0,6.0,4.0,3.0,7.0,7.0,5.0,4.0,7.0,9.0,8.0,7.0,4.0,0.14,5.0,6.39256680103156,7.0,8.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
23.0,27.0,4.0,1.0,5.0,2.0,20.512051205120514,23.082308230823077,20.512051205120514,17.951795179517948,2.560256025602559,15.38153815381538,7.0,7.0,9.0,7.0,6.0,5.0,16.0,16.0,16.0,18.0,18.0,16.0,7.0,8.0,8.0,9.0,9.0,8.0,8.0,7.0,7.0,6.0,7.0,10.0,7.0,9.0,6.0,6.0,6.0,4.0,3.0,7.0,7.0,5.0,4.0,7.0,9.0,8.0,7.0,4.0,0.27,5.0,3.0,8.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
23.0,30.0,7.0,1.0,5.0,2.0,16.67,12.5,20.83,18.75,12.5,18.75,7.0,8.0,10.0,8.0,7.0,6.0,16.0,16.0,16.0,18.0,18.0,16.0,7.0,8.0,8.0,9.0,9.0,7.0,6.0,6.0,5.0,6.0,5.0,10.0,7.0,9.0,6.0,6.0,6.0,4.0,3.0,7.0,7.0,5.0,4.0,7.0,9.0,8.0,7.0,4.0,0.010000000000000009,5.0,4.459574985421174,6.0,8.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
23.0,26.0,3.0,0.0,5.0,2.0,27.779999999999998,19.44,19.44,27.779999999999998,2.7800000000000002,2.7799999999999994,7.0,7.0,9.0,9.0,6.877846950853538,6.048643736156253,16.0,16.0,16.0,18.0,18.0,16.0,7.0,8.0,8.0,9.0,9.0,7.0,8.0,8.0,7.0,7.0,6.0,10.0,7.0,9.0,6.0,6.0,6.0,4.0,3.0,7.0,7.0,5.0,4.0,7.0,9.0,8.0,7.0,4.0,0.53,5.0,3.3471331946723057,7.0,8.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
23.0,23.0,0.0,1.0,5.0,2.0,18.6018601860186,13.95139513951395,18.6018601860186,16.28162816281628,16.28162816281628,16.28162816281628,4.0,6.0,5.0,4.0,5.0,6.0,16.0,16.0,16.0,18.0,18.0,16.0,7.0,8.0,8.0,9.0,9.0,6.0,7.0,8.0,7.0,7.0,7.0,10.0,7.0,9.0,6.0,6.0,6.0,4.0,3.0,7.0,7.0,5.0,4.0,7.0,9.0,8.0,7.0,4.0,0.38,5.0,3.1905543618981422,6.0,6.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
23.0,23.0,0.0,0.0,5.0,2.0,11.10888911108889,17.778222177782222,17.778222177782222,17.778222177782222,17.778222177782222,17.778222177782222,8.0,8.0,8.0,8.0,8.0,8.0,16.0,16.0,16.0,18.0,18.0,16.0,7.0,8.0,8.0,9.0,9.0,5.0,5.0,6.0,6.0,5.0,5.0,10.0,7.0,9.0,6.0,6.0,6.0,4.0,3.0,7.0,7.0,5.0,4.0,7.0,9.0,8.0,7.0,4.0,0.03,5.0,4.1678713206787315,5.0,8.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
23.0,28.0,5.0,1.0,5.0,2.0,17.778222177782222,19.99800019998,17.778222177782222,15.558444155584441,15.558444155584441,13.32866713328667,8.0,7.0,8.0,9.0,7.0,9.0,16.0,16.0,16.0,18.0,18.0,16.0,7.0,8.0,8.0,9.0,9.0,7.0,7.0,8.0,8.0,6.0,7.0,10.0,7.0,9.0,6.0,6.0,6.0,4.0,3.0,7.0,7.0,5.0,4.0,7.0,9.0,8.0,7.0,4.0,0.55,5.0,3.8143647366908335,7.0,6.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
23.0,28.0,5.0,0.0,5.0,2.0,16.281628162816283,20.932093209320932,18.601860186018605,18.601860186018605,13.95139513951395,11.631163116311633,7.099080893347301,7.412541401724743,7.612375041493522,7.509294096048647,7.257171784623788,6.897238445124904,16.0,16.0,16.0,18.0,18.0,16.0,7.0,8.0,8.0,9.0,9.0,5.0,7.0,8.0,6.0,7.0,5.0,10.0,7.0,9.0,6.0,6.0,6.0,4.0,3.0,7.0,7.0,5.0,4.0,7.0,9.0,8.0,7.0,4.0,-0.05999999999999997,5.0,5.044865754592006,5.0,7.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
